"","site_unique","site_location_name","herbarium_determination","is_uncertain_determination","veg_barcode","standardised_name","standardised_scientific_name","kingdom","taxa_id","family","genus","specific_epithet","infraspecific_rank","infraspecific_epithet","taxa_status","taxa_group","genus_species","authorship","published_in","rank","visit_start_date","site_location_visit_id","primary_gen_barcode","secondary_gen_barcode_1","secondary_gen_barcode_2","secondary_gen_barcode_3","secondary_gen_barcode_4"
"909","NSABHC0009-58026","NSABHC0009","Rytidosperma setaceum",FALSE,"NSA013573","Rytidosperma setaceum","Rytidosperma setaceum (R.Br.) Connor & Edgar","Plantae","https://id.biodiversity.org.au/name/apni/215510","Poaceae","Rytidosperma","setaceum","NA","NA","accepted","Equisetopsida","Rytidosperma setaceum","(R.Br.) Connor & Edgar","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-13T11:11:06",58026,"NSA013574",NA,NA,NA,NA
"910","NSABHC0011-53606","NSABHC0011","Rytidosperma setaceum",FALSE,"NSA01894","Rytidosperma setaceum","Rytidosperma setaceum (R.Br.) Connor & Edgar","Plantae","https://id.biodiversity.org.au/name/apni/215510","Poaceae","Rytidosperma","setaceum","NA","NA","accepted","Equisetopsida","Rytidosperma setaceum","(R.Br.) Connor & Edgar","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-18T00:00:00",53606,"NSA01895",NA,NA,NA,NA
"911","NSABHC0009-58026","NSABHC0009","Rytidosperma setaceum",FALSE,"NSA013615","Rytidosperma setaceum","Rytidosperma setaceum (R.Br.) Connor & Edgar","Plantae","https://id.biodiversity.org.au/name/apni/215510","Poaceae","Rytidosperma","setaceum","NA","NA","accepted","Equisetopsida","Rytidosperma setaceum","(R.Br.) Connor & Edgar","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-13T11:11:06",58026,"NSA013616",NA,NA,NA,NA
"912","NSABHC0011-53606","NSABHC0011","Rytidosperma",FALSE,"NSA01939","Rytidosperma","Rytidosperma Steud.","Plantae","https://id.biodiversity.org.au/name/apni/238253","Poaceae","Rytidosperma","NA","NA","NA","accepted","Equisetopsida","Rytidosperma NA","Steud.","https://id.biodiversity.org.au/reference/apni/49840","Genus","2012-09-18T00:00:00",53606,"NSA01940",NA,NA,NA,NA
"913","NSABHC0012-58022","NSABHC0012","Salsola australis",FALSE,"NSA013831","Salsola australis","Salsola australis R.Br.","Plantae","https://id.biodiversity.org.au/name/apni/198844","Chenopodiaceae","Salsola","australis","NA","NA","accepted","Equisetopsida","Salsola australis","R.Br.","https://id.biodiversity.org.au/reference/apni/51428473","Species","2016-09-15T09:49:34",58022,"NSA013832",NA,NA,NA,NA
"914","NSABHC0023-57099","NSABHC0023","Salsola australis",FALSE,"NSA06947","Salsola australis","Salsola australis R.Br.","Plantae","https://id.biodiversity.org.au/name/apni/198844","Chenopodiaceae","Salsola","australis","NA","NA","accepted","Equisetopsida","Salsola australis","R.Br.","https://id.biodiversity.org.au/reference/apni/51428473","Species","2014-04-21T00:00:00",57099,"NSA  06948",NA,NA,NA,NA
"915","NSABHC0014-53609","NSABHC0014","Schismus barbatus",FALSE,"NSA05679","Schismus barbatus","Schismus barbatus (Loefl. ex L.) Thell.","Plantae","https://id.biodiversity.org.au/name/apni/245075","Poaceae","Schismus","barbatus","NA","NA","accepted","Equisetopsida","Schismus barbatus","(Loefl. ex L.) Thell.","https://id.biodiversity.org.au/reference/apni/44408","Species","2012-09-21T00:00:00",53609,"NSA05680",NA,NA,NA,NA
"916","NSABHC0009-58026","NSABHC0009","Schismus barbatus",FALSE,"NSA013569","Schismus barbatus","Schismus barbatus (Loefl. ex L.) Thell.","Plantae","https://id.biodiversity.org.au/name/apni/245075","Poaceae","Schismus","barbatus","NA","NA","accepted","Equisetopsida","Schismus barbatus","(Loefl. ex L.) Thell.","https://id.biodiversity.org.au/reference/apni/44408","Species","2016-09-13T11:11:06",58026,"NSA013570",NA,NA,NA,NA
"917","NSABHC0028-58027","NSABHC0028","Schismus barbatus",FALSE,"NSA013439","Schismus barbatus","Schismus barbatus (Loefl. ex L.) Thell.","Plantae","https://id.biodiversity.org.au/name/apni/245075","Poaceae","Schismus","barbatus","NA","NA","accepted","Equisetopsida","Schismus barbatus","(Loefl. ex L.) Thell.","https://id.biodiversity.org.au/reference/apni/44408","Species","2016-09-12T13:10:42",58027,"NSA013440",NA,NA,NA,NA
"918","NSABHC0028-58027","NSABHC0028","Schismus barbatus",FALSE,"NSA013429","Schismus barbatus","Schismus barbatus (Loefl. ex L.) Thell.","Plantae","https://id.biodiversity.org.au/name/apni/245075","Poaceae","Schismus","barbatus","NA","NA","accepted","Equisetopsida","Schismus barbatus","(Loefl. ex L.) Thell.","https://id.biodiversity.org.au/reference/apni/44408","Species","2016-09-12T13:10:42",58027,"NSA013430",NA,NA,NA,NA
"919","NSABHC0029-58028","NSABHC0029","Schoenia ramosissima",FALSE,"NSA013309","Schoenia ramosissima","Schoenia ramosissima (F.Muell.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/241573","Asteraceae","Schoenia","ramosissima","NA","NA","accepted","Equisetopsida","Schoenia ramosissima","(F.Muell.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-12T15:35:12",58028,NA,NA,NA,NA,NA
"920","NSABHC0012-53607","NSABHC0012","Sclerolaena brachyptera",FALSE,"NSA05029","Sclerolaena brachyptera","Sclerolaena brachyptera (F.Muell.) S.W.L.Jacobs","Plantae","https://id.biodiversity.org.au/name/apni/198508","Chenopodiaceae","Sclerolaena","brachyptera","NA","NA","accepted","Equisetopsida","Sclerolaena brachyptera","(F.Muell.) S.W.L.Jacobs","https://id.biodiversity.org.au/reference/apni/42312","Species","2012-09-19T00:00:00",53607,"NSA05030",NA,NA,NA,NA
"921","NSABHC0014-53609","NSABHC0014","Sclerolaena brachyptera",FALSE,"NSA05656","Sclerolaena brachyptera","Sclerolaena brachyptera (F.Muell.) S.W.L.Jacobs","Plantae","https://id.biodiversity.org.au/name/apni/198508","Chenopodiaceae","Sclerolaena","brachyptera","NA","NA","accepted","Equisetopsida","Sclerolaena brachyptera","(F.Muell.) S.W.L.Jacobs","https://id.biodiversity.org.au/reference/apni/42312","Species","2012-09-21T00:00:00",53609,"NSA05657",NA,NA,NA,NA
"922","NSABHC0012-58022","NSABHC0012","Sclerolaena brachyptera",FALSE,"NSA013805","Sclerolaena brachyptera","Sclerolaena brachyptera (F.Muell.) S.W.L.Jacobs","Plantae","https://id.biodiversity.org.au/name/apni/198508","Chenopodiaceae","Sclerolaena","brachyptera","NA","NA","accepted","Equisetopsida","Sclerolaena brachyptera","(F.Muell.) S.W.L.Jacobs","https://id.biodiversity.org.au/reference/apni/42312","Species","2016-09-15T09:49:34",58022,"NSA013806",NA,NA,NA,NA
"923","NSABHC0024-57100","NSABHC0024","Sclerolaena diacantha",FALSE,"NSA07107","Sclerolaena diacantha","Sclerolaena diacantha (Nees) Benth.","Plantae","https://id.biodiversity.org.au/name/apni/244976","Chenopodiaceae","Sclerolaena","diacantha","NA","NA","accepted","Equisetopsida","Sclerolaena diacantha","(Nees) Benth.","https://id.biodiversity.org.au/reference/apni/6875190","Species","2014-04-22T00:00:00",57100,"NSA  07108",NA,NA,NA,NA
"924","NSABHC0028-58027","NSABHC0028","Sclerolaena diacantha",FALSE,"NSA013681","Sclerolaena diacantha","Sclerolaena diacantha (Nees) Benth.","Plantae","https://id.biodiversity.org.au/name/apni/244976","Chenopodiaceae","Sclerolaena","diacantha","NA","NA","accepted","Equisetopsida","Sclerolaena diacantha","(Nees) Benth.","https://id.biodiversity.org.au/reference/apni/6875190","Species","2016-09-12T13:10:42",58027,"NSA013682",NA,NA,NA,NA
"925","NSABHC0023-57099","NSABHC0023","Sclerolaena divaricata",FALSE,"NSA06905","Sclerolaena divaricata","Sclerolaena divaricata (R.Br.) Sm.","Plantae","https://id.biodiversity.org.au/name/apni/235267","Chenopodiaceae","Sclerolaena","divaricata","NA","NA","accepted","Equisetopsida","Sclerolaena divaricata","(R.Br.) Sm.","https://id.biodiversity.org.au/reference/apni/42312","Species","2014-04-21T00:00:00",57099,"NSA  06906",NA,NA,NA,NA
"926","NSABHC0012-58022","NSABHC0012","Sclerolaena divaricata",FALSE,"NSA013909","Sclerolaena divaricata","Sclerolaena divaricata (R.Br.) Sm.","Plantae","https://id.biodiversity.org.au/name/apni/235267","Chenopodiaceae","Sclerolaena","divaricata","NA","NA","accepted","Equisetopsida","Sclerolaena divaricata","(R.Br.) Sm.","https://id.biodiversity.org.au/reference/apni/42312","Species","2016-09-15T09:49:34",58022,"NSA013910","NSA013907","NSA013908","NSA013905","NSA013906"
"927","NSABHC0013-53608","NSABHC0013","Sclerolaena divaricata",FALSE,"NSA05559","Sclerolaena divaricata","Sclerolaena divaricata (R.Br.) Sm.","Plantae","https://id.biodiversity.org.au/name/apni/235267","Chenopodiaceae","Sclerolaena","divaricata","NA","NA","accepted","Equisetopsida","Sclerolaena divaricata","(R.Br.) Sm.","https://id.biodiversity.org.au/reference/apni/42312","Species","2012-09-20T00:00:00",53608,"NSA05560",NA,NA,NA,NA
"928","NSABHC0014-53609","NSABHC0014","Sclerolaena divaricata",FALSE,"NSA05596","Sclerolaena divaricata","Sclerolaena divaricata (R.Br.) Sm.","Plantae","https://id.biodiversity.org.au/name/apni/235267","Chenopodiaceae","Sclerolaena","divaricata","NA","NA","accepted","Equisetopsida","Sclerolaena divaricata","(R.Br.) Sm.","https://id.biodiversity.org.au/reference/apni/42312","Species","2012-09-21T00:00:00",53609,"NSA05597",NA,NA,NA,NA
"929","NSABHC0009-53604","NSABHC0009","Sclerolaena divaricata",FALSE,"NSA01368","Sclerolaena divaricata","Sclerolaena divaricata (R.Br.) Sm.","Plantae","https://id.biodiversity.org.au/name/apni/235267","Chenopodiaceae","Sclerolaena","divaricata","NA","NA","accepted","Equisetopsida","Sclerolaena divaricata","(R.Br.) Sm.","https://id.biodiversity.org.au/reference/apni/42312","Species","2012-09-03T00:00:00",53604,"NSA01369",NA,NA,NA,NA
"930","NSABHC0010-53605","NSABHC0010","Sclerolaena eriacantha",FALSE,"NSA01763","Sclerolaena eriacantha","Sclerolaena eriacantha (F.Muell.) Ulbr.","Plantae","https://id.biodiversity.org.au/name/apni/227296","Chenopodiaceae","Sclerolaena","eriacantha","NA","NA","accepted","Equisetopsida","Sclerolaena eriacantha","(F.Muell.) Ulbr.","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-04T00:00:00",53605,"NSA01764",NA,NA,NA,NA
"931","NSABHC0012-53607","NSABHC0012","Sclerolaena eriacantha",FALSE,"NSA05191","Sclerolaena eriacantha","Sclerolaena eriacantha (F.Muell.) Ulbr.","Plantae","https://id.biodiversity.org.au/name/apni/227296","Chenopodiaceae","Sclerolaena","eriacantha","NA","NA","accepted","Equisetopsida","Sclerolaena eriacantha","(F.Muell.) Ulbr.","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-19T00:00:00",53607,"NSA05192",NA,NA,NA,NA
"932","NSABHC0012-53607","NSABHC0012","Sclerolaena intricata",FALSE,"NSA05404","Sclerolaena intricata","Sclerolaena intricata (R.H.Anderson) A.J.Scott","Plantae","https://id.biodiversity.org.au/name/apni/223526","Chenopodiaceae","Sclerolaena","intricata","NA","NA","accepted","Equisetopsida","Sclerolaena intricata","(R.H.Anderson) A.J.Scott","https://id.biodiversity.org.au/reference/apni/42312","Species","2012-09-19T00:00:00",53607,"NSA05405",NA,NA,NA,NA
"933","NSABHC0009-53604","NSABHC0009","Sclerolaena intricata",FALSE,"NSA01656","Sclerolaena intricata","Sclerolaena intricata (R.H.Anderson) A.J.Scott","Plantae","https://id.biodiversity.org.au/name/apni/223526","Chenopodiaceae","Sclerolaena","intricata","NA","NA","accepted","Equisetopsida","Sclerolaena intricata","(R.H.Anderson) A.J.Scott","https://id.biodiversity.org.au/reference/apni/42312","Species","2012-09-03T00:00:00",53604,"NSA01657",NA,NA,NA,NA
"934","NSABHC0012-58022","NSABHC0012","Sclerolaena intricata",FALSE,"NSA013781","Sclerolaena intricata","Sclerolaena intricata (R.H.Anderson) A.J.Scott","Plantae","https://id.biodiversity.org.au/name/apni/223526","Chenopodiaceae","Sclerolaena","intricata","NA","NA","accepted","Equisetopsida","Sclerolaena intricata","(R.H.Anderson) A.J.Scott","https://id.biodiversity.org.au/reference/apni/42312","Species","2016-09-15T09:49:34",58022,"NSA013782",NA,NA,NA,NA
"935","NSABHC0009-53604","NSABHC0009","Sclerolaena lanicuspis",FALSE,"NSA01370","Sclerolaena lanicuspis","Sclerolaena lanicuspis (F.Muell.) F.Muell. ex Benth.","Plantae","https://id.biodiversity.org.au/name/apni/90608","Chenopodiaceae","Sclerolaena","lanicuspis","NA","NA","accepted","Equisetopsida","Sclerolaena lanicuspis","(F.Muell.) F.Muell. ex Benth.","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-03T00:00:00",53604,"NSA01371",NA,NA,NA,NA
"936","NSABHC0009-58026","NSABHC0009","Sclerolaena lanicuspis",FALSE,"NSA013547","Sclerolaena lanicuspis","Sclerolaena lanicuspis (F.Muell.) F.Muell. ex Benth.","Plantae","https://id.biodiversity.org.au/name/apni/90608","Chenopodiaceae","Sclerolaena","lanicuspis","NA","NA","accepted","Equisetopsida","Sclerolaena lanicuspis","(F.Muell.) F.Muell. ex Benth.","https://id.biodiversity.org.au/reference/apni/22909","Species","2016-09-13T11:11:06",58026,"NSA013548",NA,NA,NA,NA
"937","NSABHC0013-53608","NSABHC0013","Sclerolaena limbata",FALSE,"NSA05561","Sclerolaena limbata","Sclerolaena limbata (J.M.Black) Ulbr.","Plantae","https://id.biodiversity.org.au/name/apni/236812","Chenopodiaceae","Sclerolaena","limbata","NA","NA","accepted","Equisetopsida","Sclerolaena limbata","(J.M.Black) Ulbr.","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-20T00:00:00",53608,"NSA05562",NA,NA,NA,NA
"938","NSABHC0009-58026","NSABHC0009","Sclerolaena longicuspis",FALSE,"NSA013267","Sclerolaena longicuspis","Sclerolaena longicuspis (F.Muell.) A.J.Scott","Plantae","https://id.biodiversity.org.au/name/apni/214957","Chenopodiaceae","Sclerolaena","longicuspis","NA","NA","accepted","Equisetopsida","Sclerolaena longicuspis","(F.Muell.) A.J.Scott","https://id.biodiversity.org.au/reference/apni/22909","Species","2016-09-13T11:11:06",58026,"NSA013268",NA,NA,NA,NA
"939","NSABHC0011-53606","NSABHC0011","Sclerolaena longicuspis",FALSE,"NSA01910","Sclerolaena longicuspis","Sclerolaena longicuspis (F.Muell.) A.J.Scott","Plantae","https://id.biodiversity.org.au/name/apni/214957","Chenopodiaceae","Sclerolaena","longicuspis","NA","NA","accepted","Equisetopsida","Sclerolaena longicuspis","(F.Muell.) A.J.Scott","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-18T00:00:00",53606,"NSA01911",NA,NA,NA,NA
"940","NSABHC0009-53604","NSABHC0009","Sclerolaena longicuspis",FALSE,"NSA01366","Sclerolaena longicuspis","Sclerolaena longicuspis (F.Muell.) A.J.Scott","Plantae","https://id.biodiversity.org.au/name/apni/214957","Chenopodiaceae","Sclerolaena","longicuspis","NA","NA","accepted","Equisetopsida","Sclerolaena longicuspis","(F.Muell.) A.J.Scott","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-03T00:00:00",53604,"NSA01367",NA,NA,NA,NA
"941","NSABHC0012-58022","NSABHC0012","Sclerolaena longicuspis",FALSE,"NSA013791","Sclerolaena longicuspis","Sclerolaena longicuspis (F.Muell.) A.J.Scott","Plantae","https://id.biodiversity.org.au/name/apni/214957","Chenopodiaceae","Sclerolaena","longicuspis","NA","NA","accepted","Equisetopsida","Sclerolaena longicuspis","(F.Muell.) A.J.Scott","https://id.biodiversity.org.au/reference/apni/22909","Species","2016-09-15T09:49:34",58022,"NSA013792",NA,NA,NA,NA
"942","NSABHC0028-58027","NSABHC0028","Sclerolaena obliquicuspis",FALSE,"NSA013461","Sclerolaena obliquicuspis","Sclerolaena obliquicuspis (R.H.Anderson) Ulbr.","Plantae","https://id.biodiversity.org.au/name/apni/244313","Chenopodiaceae","Sclerolaena","obliquicuspis","NA","NA","accepted","Equisetopsida","Sclerolaena obliquicuspis","(R.H.Anderson) Ulbr.","https://id.biodiversity.org.au/reference/apni/22909","Species","2016-09-12T13:10:42",58027,"NSA013462",NA,NA,NA,NA
"943","NSABHC0013-53608","NSABHC0013","Sclerolaena patenticuspis",FALSE,"NSA05533","Sclerolaena patenticuspis","Sclerolaena patenticuspis (R.H.Anderson) Ulbr.","Plantae","https://id.biodiversity.org.au/name/apni/236721","Chenopodiaceae","Sclerolaena","patenticuspis","NA","NA","accepted","Equisetopsida","Sclerolaena patenticuspis","(R.H.Anderson) Ulbr.","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-20T00:00:00",53608,"NSA05534",NA,NA,NA,NA
"944","NSABHC0012-58022","NSABHC0012","Sclerolaena patenticuspis",FALSE,"NSA013839","Sclerolaena patenticuspis","Sclerolaena patenticuspis (R.H.Anderson) Ulbr.","Plantae","https://id.biodiversity.org.au/name/apni/236721","Chenopodiaceae","Sclerolaena","patenticuspis","NA","NA","accepted","Equisetopsida","Sclerolaena patenticuspis","(R.H.Anderson) Ulbr.","https://id.biodiversity.org.au/reference/apni/22909","Species","2016-09-15T09:49:34",58022,"NSA013840",NA,NA,NA,NA
"945","NSABHC0014-53609","NSABHC0014","Sclerolaena patenticuspis",FALSE,"NSA05603","Sclerolaena patenticuspis","Sclerolaena patenticuspis (R.H.Anderson) Ulbr.","Plantae","https://id.biodiversity.org.au/name/apni/236721","Chenopodiaceae","Sclerolaena","patenticuspis","NA","NA","accepted","Equisetopsida","Sclerolaena patenticuspis","(R.H.Anderson) Ulbr.","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-21T00:00:00",53609,"NSA05604",NA,NA,NA,NA
"946","NSABHC0013-53608","NSABHC0013","Sclerolaena ventricosa",FALSE,"NSA05535","Sclerolaena ventricosa","Sclerolaena ventricosa (J.M.Black) A.J.Scott","Plantae","https://id.biodiversity.org.au/name/apni/192005","Chenopodiaceae","Sclerolaena","ventricosa","NA","NA","accepted","Equisetopsida","Sclerolaena ventricosa","(J.M.Black) A.J.Scott","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-20T00:00:00",53608,"NSA05536",NA,NA,NA,NA
"947","NSABHC0012-53607","NSABHC0012","Sclerolaena ventricosa",FALSE,"NSA05143","Sclerolaena ventricosa","Sclerolaena ventricosa (J.M.Black) A.J.Scott","Plantae","https://id.biodiversity.org.au/name/apni/192005","Chenopodiaceae","Sclerolaena","ventricosa","NA","NA","accepted","Equisetopsida","Sclerolaena ventricosa","(J.M.Black) A.J.Scott","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-19T00:00:00",53607,"NSA05144","NSA 005009","NSA 005010","NSA 005011","NSA 005012"
"948","NSABHC0009-58026","NSABHC0009","Sclerolaena ventricosa",FALSE,"NSA013243","Sclerolaena ventricosa","Sclerolaena ventricosa (J.M.Black) A.J.Scott","Plantae","https://id.biodiversity.org.au/name/apni/192005","Chenopodiaceae","Sclerolaena","ventricosa","NA","NA","accepted","Equisetopsida","Sclerolaena ventricosa","(J.M.Black) A.J.Scott","https://id.biodiversity.org.au/reference/apni/22909","Species","2016-09-13T11:11:06",58026,"NSA013244",NA,NA,NA,NA
"949","NSABHC0012-53607","NSABHC0012","Senecio glossanthus",FALSE,"NSA05402","Senecio glossanthus","Senecio glossanthus (Sond.) Belcher","Plantae","https://id.biodiversity.org.au/name/apni/198379","Asteraceae","Senecio","glossanthus","NA","NA","accepted","Equisetopsida","Senecio glossanthus","(Sond.) Belcher","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-19T00:00:00",53607,"NSA05403",NA,NA,NA,NA
"950","NSABHC0009-58026","NSABHC0009","Senecio lanibracteus",FALSE,"NSA013191","Senecio lanibracteus","Senecio lanibracteus I.Thomps.","Plantae","https://id.biodiversity.org.au/name/apni/238273","Asteraceae","Senecio","lanibracteus","NA","NA","accepted","Equisetopsida","Senecio lanibracteus","I.Thomps.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-13T11:11:06",58026,"NSA013192",NA,NA,NA,NA
"951","NSABHC0013-53608","NSABHC0013","Senna artemisioides",FALSE,"NSA05574","Senna artemisioides","Senna artemisioides (Gaudich. ex DC.) Randell","Plantae","https://id.biodiversity.org.au/name/apni/234262","Fabaceae","Senna","artemisioides","NA","NA","accepted","Equisetopsida","Senna artemisioides","(Gaudich. ex DC.) Randell","https://id.biodiversity.org.au/reference/apni/42312","Species","2012-09-20T00:00:00",53608,"NSA05575",NA,NA,NA,NA
"952","NSABHC0013-53608","NSABHC0013","Senna artemisioides",FALSE,"NSA05479","Senna artemisioides","Senna artemisioides (Gaudich. ex DC.) Randell","Plantae","https://id.biodiversity.org.au/name/apni/234262","Fabaceae","Senna","artemisioides","NA","NA","accepted","Equisetopsida","Senna artemisioides","(Gaudich. ex DC.) Randell","https://id.biodiversity.org.au/reference/apni/42312","Species","2012-09-20T00:00:00",53608,"NSA05480",NA,NA,NA,NA
"953","NSABHC0024-57100","NSABHC0024","Senna artemisioides",TRUE,"NSA07190","Senna artemisioides","Senna artemisioides (Gaudich. ex DC.) Randell","Plantae","https://id.biodiversity.org.au/name/apni/234262","Fabaceae","Senna","artemisioides","NA","NA","accepted","Equisetopsida","Senna artemisioides","(Gaudich. ex DC.) Randell","https://id.biodiversity.org.au/reference/apni/42312","Species","2014-04-22T00:00:00",57100,"NSA  07191",NA,NA,NA,NA
"954","NSABHC0023-57099","NSABHC0023","Sida ammophila",FALSE,"NSA06961","Sida ammophila","Sida ammophila F.Muell. ex J.H.Willis","Plantae","https://id.biodiversity.org.au/name/apni/233417","Malvaceae","Sida","ammophila","NA","NA","accepted","Equisetopsida","Sida ammophila","F.Muell. ex J.H.Willis","https://id.biodiversity.org.au/reference/apni/52462","Species","2014-04-21T00:00:00",57099,"NSA  06962",NA,NA,NA,NA
"955","NSABHC0012-58022","NSABHC0012","Sida cunninghamii",FALSE,"NSA013761","Sida cunninghamii","Sida cunninghamii C.T.White","Plantae","https://id.biodiversity.org.au/name/apni/227124","Malvaceae","Sida","cunninghamii","NA","NA","accepted","Equisetopsida","Sida cunninghamii","C.T.White","https://id.biodiversity.org.au/reference/apni/52462","Species","2016-09-15T09:49:34",58022,"NSA013762",NA,NA,NA,NA
"956","NSABHC0009-58026","NSABHC0009","Sida fibulifera",FALSE,"NSA013637","Sida fibulifera","Sida fibulifera Lindl.","Plantae","https://id.biodiversity.org.au/name/apni/227142","Malvaceae","Sida","fibulifera","NA","NA","accepted","Equisetopsida","Sida fibulifera","Lindl.","https://id.biodiversity.org.au/reference/apni/52462","Species","2016-09-13T11:11:06",58026,"NSA013638",NA,NA,NA,NA
"957","NSABHC0009-53604","NSABHC0009","Sida fibulifera",FALSE,"NSA01527","Sida fibulifera","Sida fibulifera Lindl.","Plantae","https://id.biodiversity.org.au/name/apni/227142","Malvaceae","Sida","fibulifera","NA","NA","accepted","Equisetopsida","Sida fibulifera","Lindl.","https://id.biodiversity.org.au/reference/apni/52462","Species","2012-09-03T00:00:00",53604,"NSA01528",NA,NA,NA,NA
"958","NSABHC0009-58026","NSABHC0009","Sida fibulifera",FALSE,"NSA013507","Sida fibulifera","Sida fibulifera Lindl.","Plantae","https://id.biodiversity.org.au/name/apni/227142","Malvaceae","Sida","fibulifera","NA","NA","accepted","Equisetopsida","Sida fibulifera","Lindl.","https://id.biodiversity.org.au/reference/apni/52462","Species","2016-09-13T11:11:06",58026,"NSA013508",NA,NA,NA,NA
"959","NSABHC0009-53604","NSABHC0009","Sida fibulifera",FALSE,"NSA01647","Sida fibulifera","Sida fibulifera Lindl.","Plantae","https://id.biodiversity.org.au/name/apni/227142","Malvaceae","Sida","fibulifera","NA","NA","accepted","Equisetopsida","Sida fibulifera","Lindl.","https://id.biodiversity.org.au/reference/apni/52462","Species","2012-09-03T00:00:00",53604,"NSA01648",NA,NA,NA,NA
"960","NSABHC0009-53604","NSABHC0009","Sida intricata",FALSE,"NSA01523","Sida intricata","Sida intricata F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/198379","Malvaceae","Sida","intricata","NA","NA","accepted","Equisetopsida","Sida intricata","F.Muell.","https://id.biodiversity.org.au/reference/apni/52462","Species","2012-09-03T00:00:00",53604,"NSA01524",NA,NA,NA,NA
"961","NSABHC0023-57099","NSABHC0023","Sida intricata",FALSE,"NSA06987","Sida intricata","Sida intricata F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/198379","Malvaceae","Sida","intricata","NA","NA","accepted","Equisetopsida","Sida intricata","F.Muell.","https://id.biodiversity.org.au/reference/apni/52462","Species","2014-04-21T00:00:00",57099,"NSA  06988",NA,NA,NA,NA
"962","NSABHC0012-53607","NSABHC0012","Sida intricata",FALSE,"NSA05085","Sida intricata","Sida intricata F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/198379","Malvaceae","Sida","intricata","NA","NA","accepted","Equisetopsida","Sida intricata","F.Muell.","https://id.biodiversity.org.au/reference/apni/52462","Species","2012-09-19T00:00:00",53607,"NSA05086",NA,NA,NA,NA
"963","NSABHC0029-58028","NSABHC0029","Sida petrophila",FALSE,"NSA013723","Sida petrophila","Sida petrophila F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/189772","Malvaceae","Sida","petrophila","NA","NA","accepted","Equisetopsida","Sida petrophila","F.Muell.","https://id.biodiversity.org.au/reference/apni/52462","Species","2016-09-12T15:35:12",58028,"NSA013724",NA,NA,NA,NA
"964","NSABHC0013-53608","NSABHC0013","Sida petrophila",FALSE,"NSA05491","Sida petrophila","Sida petrophila F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/189772","Malvaceae","Sida","petrophila","NA","NA","accepted","Equisetopsida","Sida petrophila","F.Muell.","https://id.biodiversity.org.au/reference/apni/52462","Species","2012-09-20T00:00:00",53608,"NSA05492",NA,NA,NA,NA
"965","NSABHC0009-58026","NSABHC0009","Sida petrophila",FALSE,"NSA013549","Sida petrophila","Sida petrophila F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/189772","Malvaceae","Sida","petrophila","NA","NA","accepted","Equisetopsida","Sida petrophila","F.Muell.","https://id.biodiversity.org.au/reference/apni/52462","Species","2016-09-13T11:11:06",58026,"NSA013550",NA,NA,NA,NA
"966","NSABHC0023-57099","NSABHC0023","Sida trichopoda",FALSE,"NSA06903","Sida trichopoda","Sida trichopoda F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/236721","Malvaceae","Sida","trichopoda","NA","NA","accepted","Equisetopsida","Sida trichopoda","F.Muell.","https://id.biodiversity.org.au/reference/apni/50708","Species","2014-04-21T00:00:00",57099,"NSA  06904",NA,NA,NA,NA
"967","NSABHC0014-53609","NSABHC0014","Sida trichopoda",FALSE,"NSA05607","Sida trichopoda","Sida trichopoda F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/236721","Malvaceae","Sida","trichopoda","NA","NA","accepted","Equisetopsida","Sida trichopoda","F.Muell.","https://id.biodiversity.org.au/reference/apni/50708","Species","2012-09-21T00:00:00",53609,"NSA05608",NA,NA,NA,NA
"968","NSABHC0011-53606","NSABHC0011","Sida trichopoda",FALSE,"NSA01886","Sida trichopoda","Sida trichopoda F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/236721","Malvaceae","Sida","trichopoda","NA","NA","accepted","Equisetopsida","Sida trichopoda","F.Muell.","https://id.biodiversity.org.au/reference/apni/50708","Species","2012-09-18T00:00:00",53606,"NSA01887",NA,NA,NA,NA
